0,,,allowAccess,amount,amountPerShare,,beginBidTime,,borrowerId,borrowerLevel,,,,,currentIsRepaid,,,,displayLoanType,,,,finishedRatio,forbidComment,interest,,interestPerShare,,,,leftMonths,,,,loanId,loanType,,,,months,,nickName,,,,,,,oldLoan,openTime,,overDued,,,,picture,,principal,,productId,,readyTime,,,,repaidByGuarantor,,,,,,,,startTime,status,,surplusAmount,title,,,,,utmSource,,
7,,,False,21000,0,,1540452367000,,11096147,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741608,DEBX,,,,36,,WuTL_12334949199.yx,,,,,,,False,1540372131000,,False,,1540454518000.0,False,,,0,,26,,1540452633000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,105000,0,,1540452367000,,11096146,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741607,DEBX,,,,36,,ZhengZQ_13134959368.yx,,,,,,,False,1540372127000,,False,,1540454517000.0,False,,,0,,26,,1540452865000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
9,,,False,59400,0,,1540452963000,,10794650,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739242,DEBX,,,,36,,WFC_20181010111610.bjhh,,,,,,,False,1540257775000,,False,,1540454517000.0,False,,,0,,56,,1540453300000,,,,False,,,,,,,,1541057763000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,95600,0,,1540452367000,,11096640,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741605,DEBX,,,,36,,LiuHM_03474930503.yx,,,,,,,False,1540372117000,,False,,1540454516000.0,False,,,0,,26,,1540452971000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
1,,,False,105000,0,,1540452367000,,11095924,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741606,DEBX,,,,36,,WuYZ_10144960720.yx,,,,,,,False,1540372122000,,False,,1540454516000.0,False,,,0,,26,,1540453122000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
2,,,False,115500,0,,1540452367000,,11096830,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741603,DEBX,,,,36,,MaiJH_15164949597.yx,,,,,,,False,1540372087000,,False,,1540454515000.0,False,,,0,,26,,1540452663000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
3,,,False,21000,0,,1540452367000,,10655531,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741602,DEBX,,,,36,,SP_20180930091131.bjhh,,,,,,,False,1540372083000,,False,,1540454514000.0,False,,,0,,26,,1540452676000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
4,,,False,86250,0,,1540452962000,,10978812,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739221,DEBX,,,,36,,ZK_20181017172217.bjhh,,,,,,,False,1540257626000,,False,,1540454513000.0,False,,,0,,56,,1540453300000,,,,False,,,,,,,,1541057762000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
5,,,False,31500,0,,1540452367000,,11096145,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741601,DEBX,,,,36,,ZhongL_31214886175.yx,,,,,,,False,1540372024000,,False,,1540454513000.0,False,,,0,,26,,1540452654000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
6,,,False,31600,0,,1540452367000,,11091793,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741600,DEBX,,,,36,,ZhangZF_16194854309.yx,,,,,,,False,1540371963000,,False,,1540454512000.0,False,,,0,,26,,1540453018000,,,,False,,,,,,,,1541057167000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
7,,,False,31500,0,,1540452366000,,11095821,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741599,DEBX,,,,36,,KuangJ_18384952233.yx,,,,,,,False,1540371908000,,False,,1540454511000.0,False,,,0,,26,,1540452699000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,94500,0,,1540452366000,,11096732,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741598,DEBX,,,,36,,LiuMJ_30444945891.yx,,,,,,,False,1540371903000,,False,,1540454510000.0,False,,,0,,26,,1540452721000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
9,,,False,33600,0,,1540452609000,,10873061,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738129,DEBX,,,,24,,QL_20181012230044.bjhh,,,,,,,False,1540177087000,,False,,1540454509000.0,False,,,0,,56,,1540453303000,,,,False,,,,,,,,1541057409000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
0,,,False,105000,0,,1540452366000,,11096536,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741595,DEBX,,,,36,,LiangSM_154X4948126.yx,,,,,,,False,1540371847000,,False,,1540454509000.0,False,,,0,,26,,1540452662000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
1,,,False,52500,0,,1540452366000,,11080358,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741592,DEBX,,,,36,,ShangLP_50264940753.yx,,,,,,,False,1540371757000,,False,,1540454508000.0,False,,,0,,26,,1540452639000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
2,,,False,21000,0,,1540452366000,,11094674,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741593,DEBX,,,,36,,ZhangQ_86414936899.yx,,,,,,,False,1540371761000,,False,,1540454508000.0,False,,,0,,26,,1540452737000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
3,,,False,115500,0,,1540452366000,,11080067,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741591,DEBX,,,,36,,LuSS_02644935992.yx,,,,,,,False,1540371752000,,False,,1540454507000.0,False,,,0,,26,,1540452871000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
4,,,False,69000,0,,1540452905000,,11048542,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739126,DEBX,,,,36,,ZZ_20181021224025.bjhh,,,,,,,False,1540255713000,,False,,1540454506000.0,False,,,0,,56,,1540453303000,,,,False,,,,,,,,1541057705000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
5,,,False,105000,0,,1540452366000,,11096248,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741590,DEBX,,,,36,,HanTR_50444935712.yx,,,,,,,False,1540371723000,,False,,1540454506000.0,False,,,0,,26,,1540452869000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
6,,,False,91400,0,,1540452366000,,11093906,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741589,DEBX,,,,36,,GongYY_002X4851564.yx,,,,,,,False,1540371692000,,False,,1540454505000.0,False,,,0,,26,,1540452718000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
7,,,False,105000,0,,1540452366000,,11092160,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741587,DEBX,,,,36,,ZhaoWJ_28704949968.yx,,,,,,,False,1540371667000,,False,,1540454504000.0,False,,,0,,26,,1540452665000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
8,,,False,42000,0,,1540452366000,,11094392,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741588,DEBX,,,,36,,BaoBL_18624945648.yx,,,,,,,False,1540371671000,,False,,1540454504000.0,False,,,0,,26,,1540452849000,,,,False,,,,,,,,1541057166000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
9,,,False,83000,0,,1540452365000,,11095723,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741586,DEBX,,,,36,,ChenYQ_061X4844684.yx,,,,,,,False,1540371663000,,False,,1540454503000.0,False,,,0,,26,,1540452709000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
0,,,False,57500,0,,1540452906000,,11050663,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739137,DEBX,,,,36,,YJ_20181022070834.bjhh,,,,,,,False,1540255923000,,False,,1540454502000.0,False,,,0,,56,,1540453306000,,,,False,,,,,,,,1541057706000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
1,,,False,31500,0,,1540452365000,,11095815,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741585,DEBX,,,,36,,ZhouMT_55814961958.yx,,,,,,,False,1540371642000,,False,,1540454502000.0,False,,,0,,26,,1540452661000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
2,,,False,57800,0,,1540452365000,,11095819,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741584,DEBX,,,,36,,YanJ_04584873865.yx,,,,,,,False,1540371637000,,False,,1540454501000.0,False,,,0,,26,,1540452902000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
3,,,False,21000,0,,1540452365000,,11094929,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741583,DEBX,,,,36,,ShangJH_12144924511.yx,,,,,,,False,1540371633000,,False,,1540454500000.0,False,,,0,,26,,1540452614000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
4,,,False,21000,0,,1540452365000,,11095009,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741582,DEBX,,,,36,,LinXN_33444939373.yx,,,,,,,False,1540371603000,,False,,1540454499000.0,False,,,0,,26,,1540452897000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
5,,,False,105000,0,,1540452365000,,11091153,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741581,DEBX,,,,36,,GuHY_57284958304.yx,,,,,,,False,1540371577000,,False,,1540454498000.0,False,,,0,,26,,1540452701000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
6,,,False,86400,0,,1540452966000,,10972248,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739276,DEBX,,,,36,,CGY_20181017115303.bjhh,,,,,,,False,1540258037000,,False,,1540454497000.0,False,,,0,,56,,1540453306000,,,,False,,,,,,,,1541057766000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
7,,,False,115500,0,,1540452365000,,11094749,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741579,DEBX,,,,36,,WangC_77194932121.yx,,,,,,,False,1540371551000,,False,,1540454497000.0,False,,,0,,26,,1540452631000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,83000,0,,1540452365000,,11095293,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741580,DEBX,,,,36,,ShenJ_58164901178.yx,,,,,,,False,1540371573000,,False,,1540454497000.0,False,,,0,,26,,1540452905000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
9,,,False,84000,0,,1540452365000,,11094676,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741578,DEBX,,,,36,,ZhuangBZ_67624944012.yx,,,,,,,False,1540371547000,,False,,1540454496000.0,False,,,0,,26,,1540452611000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
0,,,False,73500,0,,1540452365000,,11090310,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741577,DEBX,,,,36,,ChenZJ_69544941081.yx,,,,,,,False,1540371543000,,False,,1540454495000.0,False,,,0,,26,,1540452707000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
1,,,False,63000,0,,1540452365000,,11096035,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741576,DEBX,,,,36,,WeiDX_10204963210.yx,,,,,,,False,1540371461000,,False,,1540454494000.0,False,,,0,,26,,1540452907000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
2,,,False,13450,0,,1540452908000,,10889637,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2739177,DEBX,,,,24,,CLPZ_20181013174826.bjhh,,,,,,,False,1540257187000,,False,,1540454493000.0,False,,,0,,56,,1540453308000,,,,False,,,,,,,,1541057708000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
3,,,False,94500,0,,1540452365000,,11094681,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741575,DEBX,,,,36,,ZhangL_26164939099.yx,,,,,,,False,1540371457000,,False,,1540454493000.0,False,,,0,,26,,1540452631000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
4,,,False,63000,0,,1540452365000,,11095436,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741574,DEBX,,,,36,,FuWF_54244962540.yx,,,,,,,False,1540371453000,,False,,1540454492000.0,False,,,0,,26,,1540452901000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
5,,,False,105000,0,,1540452365000,,11091029,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741573,DEBX,,,,36,,QianWM_58474938777.yx,,,,,,,False,1540371422000,,False,,1540454491000.0,False,,,0,,26,,1540452723000,,,,False,,,,,,,,1541057165000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
6,,,False,42000,0,,1540452364000,,11095919,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741571,DEBX,,,,36,,LiH_00404947495.yx,,,,,,,False,1540371392000,,False,,1540454490000.0,False,,,0,,26,,1540452844000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,94500,0,,1540452364000,,11095711,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741572,DEBX,,,,36,,YiK_35184948501.yx,,,,,,,False,1540371396000,,False,,1540454490000.0,False,,,0,,26,,1540452995000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,18100,0,,1540452964000,,11042837,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739250,DEBX,,,,36,,WWL_20181021161119.bjhh,,,,,,,False,1540257896000,,False,,1540454489000.0,False,,,0,,56,,1540453309000,,,,False,,,,,,,,1541057764000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
9,,,False,105000,0,,1540452364000,,11096539,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741570,DEBX,,,,36,,ZhangJF_363X4958971.yx,,,,,,,False,1540371362000,,False,,1540454489000.0,False,,,0,,26,,1540452670000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
0,,,False,21000,0,,1540452364000,,10907001,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741569,DEBX,,,,36,,LZJ_20181014170833.bjhh,,,,,,,False,1540371332000,,False,,1540454488000.0,False,,,0,,26,,1540452719000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
1,,,False,126000,0,,1540452364000,,11096245,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741568,DEBX,,,,36,,WuML_28284943682.yx,,,,,,,False,1540371303000,,False,,1540454487000.0,False,,,0,,26,,1540452615000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
2,,,False,23000,0,,1540452910000,,11019902,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739215,DEBX,,,,36,,CGX_20181019175425.bjhh,,,,,,,False,1540257582000,,False,,1540454486000.0,False,,,0,,56,,1540453310000,,,,False,,,,,,,,1541057710000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
3,,,False,39900,0,,1540452364000,,11095829,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741567,DEBX,,,,36,,HuH_00764934764.yx,,,,,,,False,1540371273000,,False,,1540454486000.0,False,,,0,,26,,1540452898000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
4,,,False,136500,0,,1540452364000,,11094927,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741564,DEBX,,,,36,,FanY_00154960914.yx,,,,,,,False,1540371216000,,False,,1540454485000.0,False,,,0,,26,,1540452700000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
5,,,False,136500,0,,1540452364000,,11096425,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741563,DEBX,,,,36,,DiaoHY_52284962240.yx,,,,,,,False,1540371212000,,False,,1540454484000.0,False,,,0,,26,,1540452773000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
6,,,False,42000,0,,1540452364000,,11096345,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741561,DEBX,,,,36,,FengL_67254954207.yx,,,,,,,False,1540371122000,,False,,1540454483000.0,False,,,0,,26,,1540452639000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
7,,,False,21000,0,,1540452364000,,11094195,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741562,DEBX,,,,36,,ZhangZQ_00394946423.yx,,,,,,,False,1540371153000,,False,,1540454483000.0,False,,,0,,26,,1540452706000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,15900,0,,1540452906000,,11002413,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2739143,DEBX,,,,12,,HJX_20181018183500.bjhh,,,,,,,False,1540256028000,,False,,1540454482000.0,False,,,0,,56,,1540453313000,,,,False,,,,,,,,1541057706000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
9,,,False,84000,0,,1540452364000,,11096544,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741560,DEBX,,,,36,,ZhouCR_18224961320.yx,,,,,,,False,1540371092000,,False,,1540454482000.0,False,,,0,,26,,1540452745000,,,,False,,,,,,,,1541057164000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
0,,,False,105000,0,,1540452363000,,11095716,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741559,DEBX,,,,36,,LiuZL_93354950841.yx,,,,,,,False,1540371033000,,False,,1540454481000.0,False,,,0,,26,,1540452866000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
1,,,False,105000,0,,1540452363000,,11096635,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741558,DEBX,,,,36,,LiSY_26134957393.yx,,,,,,,False,1540371007000,,False,,1540454480000.0,False,,,0,,26,,1540452736000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
2,,,False,67800,0,,1540452906000,,11059839,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739139,DEBX,,,,36,,LM_20181022151722.bjhh,,,,,,,False,1540255957000,,False,,1540454479000.0,False,,,0,,56,,1540453316000,,,,False,,,,,,,,1541057706000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
3,,,False,68200,0,,1540452363000,,11095930,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741555,DEBX,,,,36,,CaoLL_284X4892517.yx,,,,,,,False,1540370972000,,False,,1540454479000.0,False,,,0,,26,,1540452637000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
4,,,False,105000,0,,1540452363000,,11096734,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741557,DEBX,,,,36,,WuLL_39454920856.yx,,,,,,,False,1540371003000,,False,,1540454479000.0,False,,,0,,26,,1540452868000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
5,,,False,52500,0,,1540452363000,,11095291,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741554,DEBX,,,,36,,ZhouXL_22184950151.yx,,,,,,,False,1540370914000,,False,,1540454478000.0,False,,,0,,26,,1540453018000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
6,,,False,28400,0,,1540452363000,,11094842,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741553,DEBX,,,,36,,CuiCH_02324875044.yx,,,,,,,False,1540370883000,,False,,1540454477000.0,False,,,0,,26,,1540453145000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,94500,0,,1540452363000,,10609440,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741552,DEBX,,,,36,,HH_201809280655.bjhh,,,,,,,False,1540370836000,,False,,1540454476000.0,False,,,0,,26,,1540452869000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,108000,0,,1540452967000,,11049589,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739299,DEBX,,,,36,,JX_20181021233704.bjhh,,,,,,,False,1540258149000,,False,,1540454475000.0,False,,,0,,56,,1540453318000,,,,False,,,,,,,,1541057767000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
9,,,False,21000,0,,1540452363000,,11094751,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741551,DEBX,,,,36,,GaoN_75224957073.yx,,,,,,,False,1540370832000,,False,,1540454475000.0,False,,,0,,26,,1540452823000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
0,,,False,21000,0,,1540452363000,,11090898,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741549,DEBX,,,,36,,WangXF_21384948121.yx,,,,,,,False,1540370823000,,False,,1540454474000.0,False,,,0,,26,,1540452736000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
1,,,False,136500,0,,1540452363000,,11095093,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741550,DEBX,,,,36,,XiaoB_04124951701.yx,,,,,,,False,1540370827000,,False,,1540454474000.0,False,,,0,,26,,1540452664000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
2,,,False,42000,0,,1540452363000,,11093584,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741548,DEBX,,,,36,,GuanYR_682X4940790.yx,,,,,,,False,1540370793000,,False,,1540454473000.0,False,,,0,,26,,1540452659000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
3,,,False,94500,0,,1540452363000,,11096253,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741547,DEBX,,,,36,,WenYA_73144952109.yx,,,,,,,False,1540370763000,,False,,1540454472000.0,False,,,0,,26,,1540452657000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
4,,,False,14050,0,,1540452907000,,10852970,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2739159,DEBX,,,,36,,LXC_20181012092335.bjhh,,,,,,,False,1540256283000,,False,,1540454471000.0,False,,,0,,56,,1540453321000,,,,False,,,,,,,,1541057707000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
5,,,False,105000,0,,1540452363000,,11091410,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741546,DEBX,,,,36,,SunL_40544954235.yx,,,,,,,False,1540370733000,,False,,1540454471000.0,False,,,0,,26,,1540452720000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
6,,,False,136500,0,,1540452362000,,11096634,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741544,DEBX,,,,36,,ZhuSF_00124957640.yx,,,,,,,False,1540370672000,,False,,1540454470000.0,False,,,0,,26,,1540452700000,,,,False,,,,,,,,1541057162000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,31500,0,,1540452363000,,11096427,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741545,DEBX,,,,36,,ZhangYN_21004932177.yx,,,,,,,False,1540370703000,,False,,1540454470000.0,False,,,0,,26,,1540452715000,,,,False,,,,,,,,1541057163000,IN_PROGRESS,,0,购买货物/原材/设备,,,,,debx-yx,,
8,,,False,90300,0,,1540452362000,,11090470,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741543,DEBX,,,,36,,ZouGL_20304903112.yx,,,,,,,False,1540370648000,,False,,1540454469000.0,False,,,0,,26,,1540452680000,,,,False,,,,,,,,1541057162000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
9,,,False,105000,0,,1540452362000,,11094841,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741542,DEBX,,,,36,,LiXW_003X4953484.yx,,,,,,,False,1540370644000,,False,,1540454468000.0,False,,,0,,26,,1540452919000,,,,False,,,,,,,,1541057162000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
0,,,False,5300,0,,1540452906000,,10828434,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2739140,DEBX,,,,12,,HK_20181011112854.bjhh,,,,,,,False,1540256013000,,False,,1540454467000.0,False,,,0,,56,,1540453322000,,,,False,,,,,,,,1541057706000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
